weighted_rating,rate_user_num,latitude,longitude,review_count,price_level,HasTV,Caters,OutdoorSeating,WheelchairAccessible,BusinessParking,RestaurantsDelivery,GoodForKids,BikeParking,WiFi,Alcohol,RestaurantsTakeOut,BusinessAcceptsCreditCards,open_days,open_hours,num_rating,drink,food,inside,menu,outside,total,avg_review_useful,avg_review_funny,avg_review_cool,avg_stars,avg_review_count,avg_useful,avg_funny,avg_cool,avg_fans,avg_compliment_hot,avg_compliment_more,avg_compliment_profile,avg_compliment_cute,avg_compliment_list,avg_compliment_note,avg_compliment_plain,avg_compliment_cool,avg_compliment_funny,avg_compliment_writer,avg_compliment_photos,avg_total_compliment,PAYANN,PCHDAPR,PCHADVT,DENSITY_2021,POP_2021,Total:_Estimate_max,"    Less than $20,000_Estimate_max","    $20,000 to $39,999_Estimate_max","    $40,000 to $59,999_Estimate_max","    $60,000 to $99,999_Estimate_max","    $100,000 to $149,999_Estimate_max","    $150,000 to $199,999_Estimate_max","    $200,000 or more_Estimate_max",Total:_Estimate_min,"    Less than $20,000_Estimate_min","    $20,000 to $39,999_Estimate_min","    $40,000 to $59,999_Estimate_min","    $60,000 to $99,999_Estimate_min","    $100,000 to $149,999_Estimate_min","    $150,000 to $199,999_Estimate_min","    $200,000 or more_Estimate_min",less_100m,less_500m,less_1km,less_5km,less_10km,less_50km,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,class_20,class_21,class_22,class_23,class_24,class_25,class_26,class_27,class_28,class_29,class_30,class_31,class_32,class_33,class_34,class_35,class_36,class_37,class_38,class_39,class_40,class_41,class_42,class_43,class_44,class_45,class_46,class_47,class_48,class_49,class_50,class_51,class_52,class_53,class_54,class_55,class_56,class_57,class_58,class_59,class_60,class_61,class_62,class_63,class_64,class_65,class_66,class_67,class_68,class_69,class_70,class_71,class_72,class_73,class_74,class_75,class_76,class_77,class_78,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99
4.375903614,15,43.6052023,-116.385369,13,1,2,2,0,0,0,2,2,0,0,0,1,1,7,94,68,0,0,0,0,0,0,1.2,0.133333333,1.2,4.147333333,58.33333333,120.4,22.46666667,67.13333333,4.8,4.266666667,0.4,0.266666667,0,0,5,9.466666667,13.53333333,13.53333333,3.8,9.2,59.46666667,163894,127,1233,23.0010226,1900923,686559,86546,124562,128906,186799,111958,41016,43540,670551,74006,110382,115690,168595,97338,34036,33736,0,2,10,47,95,216,0,3,1,2,1,0,1,1,2,1,0,2,1,2,1,2,2,3,0,1,0,2,0,1,0,0,1,2,3,0,1,0,3,0,2,3,0,2,2,3,2,1,0,1,1,2,1,2,2,0,2,2,1,3,2,2,1,0,2,0,1,2,3,0,2,3,2,0,3,1,0,0,1,1,2,1,0,3,0,-0.7574,-0.7995,0.593,0.851,-0.1796,0.199,-0.6433,0.9345,0.2468,0.6647,0.2234,-0.3726,0.5898,0.973,0.484,0.6465,-0.2951,0.7353,-0.7141,0.2895,0.7263,-0.8987,-0.8558,0.6589,-0.8931,0.0731,0.5661,-0.8214,0.7273,-0.607,-0.4286,0.0935,-0.8037,0.2257,-0.441,-0.3453,-0.7128,0.0005,-0.4751,0.007,-0.2347,-0.1756,-0.8182,-0.6704,-0.1089,0.6659,0.3751,-0.0236,-0.5679,-0.7266,0.1411,0.5192,0.7889,0.8014,0.4313,-0.3849,0.4492,0.3269,-0.6702,0.3209,0.5357,-0.4365,-0.5212,0.4683,-0.0859,-0.6654,0.2862,0.7217,-0.5659,-0.5171,0.0571,0.6927,0.7134,0.0032,0.6945,-0.8161,0.3392,0.9121,0.4305,-0.3068,0.3882,-0.974,-0.4286,-0.9717,0.7343,-0.2803,0.0418,0.4334,-0.7549,0.8257,0.8242,0.2588,-0.4917,-0.5498,-0.9537,-0.667,-0.8478,-0.2989,-0.5576,-0.0778
4.698319328,68,39.9135838,-86.105954,66,2,2,0,2,1,1,0,2,0,0,0,1,1,7,89.5,289,2,4,5,0,1,12,1.029411765,0.088235294,0.941176471,4.140588235,184.0735294,416.7647059,70,228.4264706,14.88235294,8.191176471,1.455882353,0.338235294,0.058823529,0.058823529,16.72058824,27.66176471,16.45588235,16.45588235,11.75,4.397058824,103.5441176,352862,700,627,189.973578,6805985,2665156,381548,494460,460615,654637,432464,146226,152000,2619020,354500,469972,439335,626433,407376,132766,131844,0,8,9,37,146,466,0,0,0,1,2,3,2,1,0,3,3,0,2,0,3,1,3,3,1,2,0,0,2,3,1,3,2,3,1,0,1,0,0,2,1,0,3,2,1,0,0,1,0,2,0,3,2,0,3,0,2,1,3,1,0,3,2,2,0,3,0,2,2,3,2,0,2,2,1,3,1,3,3,2,0,3,1,3,1,-0.7961,0.0432,-0.3082,-0.461,-0.0901,-0.4878,0.2713,0.9838,-0.1951,-0.5035,0.5188,0.8924,0.2875,-0.6641,-0.5318,-0.0948,0.7678,0.5363,-0.651,-0.1866,-0.1214,0.8698,0.9066,-0.9886,0.3485,-0.6821,-0.3742,0.2944,0.0109,-0.9,0.1154,-0.4688,0.5648,0.6855,0.6498,-0.8375,-0.6419,-0.052,0.7168,0.8693,-0.7052,0.2342,-0.8123,-0.7999,0.7263,0.6784,-0.6527,-0.7719,0.0293,-0.3816,0.5401,0.375,0.9791,-0.4692,0.3314,-0.9953,0.8602,0.4438,-0.0864,0.8112,-0.1193,-0.3893,-0.1436,-0.4899,-0.089,-0.1243,0.043,0.5846,0.8058,0.7601,-0.6285,0.0717,-0.385,0.7367,0.4904,0.2146,0.7374,0.5481,-0.2362,-0.3688,0.0786,0.9581,-0.9446,0.9732,-0.5699,-0.8839,0.1804,-0.5042,-0.7289,0.0477,-0.2742,0.1416,0.2916,-0.7698,-0.5131,-0.9447,0.1782,-0.7293,-0.4429,0.0119
4.672151899,72,34.4248531,-119.7060883,72,2,2,2,1,1,1,0,2,2,0,0,1,1,7,48,86,2,2,2,0,5,11,1.555555556,0.430555556,1.291666667,4.192777778,133.3055556,320.8333333,114.4444444,203.3888889,13.90277778,8.513888889,1.541666667,0.902777778,0.986111111,0.125,8.25,15.23611111,16.80555556,16.80555556,7.361111111,8.986111111,85.51388889,1433056,7866,4184,251.7543622,39237836,13171002,1498273,1721029,1645064,2781138,2327708,1326192,1993048,13099774,1445649,1686505,1612008,2735158,2281220,1294756,1923028,2,23,47,103,121,183,0,0,3,2,1,2,1,1,0,0,1,0,2,3,2,3,1,1,3,0,1,2,2,3,2,2,0,1,1,0,3,2,1,0,0,3,3,3,3,3,1,2,1,0,1,0,0,2,2,3,1,3,1,2,2,0,1,2,3,1,1,3,3,1,0,0,0,0,3,0,2,0,3,0,1,1,0,2,0,0.2038,-0.2795,-0.3051,-0.9043,-0.103,-0.1359,0.949,0.9391,-0.735,0.8502,-0.846,0.5713,0.5671,-0.7814,0.6763,-0.1503,0.7468,0.425,0.0868,-0.2222,-0.8543,0.6299,0.9805,0.3898,0.1919,-0.0052,-0.5806,-0.2384,0.3431,-0.0443,-0.1923,-0.5402,0.8813,-0.8111,-0.5726,-0.0203,0.7142,0.9297,-0.0371,-0.0621,-0.5154,-0.1807,0.1802,0.5927,-0.9452,-0.5487,-0.2157,-0.727,-0.0035,-0.2311,0.1135,0.161,0.2546,-0.917,-0.8905,0.4829,0.3303,-0.846,0.0145,-0.6246,0.0895,-0.3642,-0.4947,0.6025,-0.3383,0.3494,-0.3947,-0.5704,0.5409,-0.9949,-0.8261,-0.406,-0.7012,-0.1157,0.3546,-0.7281,0.5894,0.5353,-0.1332,-0.8009,0.6646,-0.8465,-0.2926,0.9616,-0.0938,-0.7652,-0.8043,0.2925,0.8708,0.618,-0.4475,-0.3877,0.3401,0.3893,-0.6524,-0.211,-0.4365,-0.7553,-0.8974,0.5098
4.061238938,233,39.5202401,-119.810022,219,1,0,1,1,1,1,1,1,1,0,0,1,1,7,73.5,332,0,1,0,0,0,1,1.072961373,0.317596567,0.785407725,3.839871245,107.0128755,536.1502146,169.9484979,413.5107296,15.36051502,20.16309013,1.888412017,0.944206009,0.330472103,0.231759657,19.50214592,113.7982833,54.00858369,54.00858369,12.30901288,12.60085837,289.7854077,1162375,2482,6884,28.61806209,3143991,1184376,159171,213041,191847,284554,196213,84268,90278,1163372,145267,198057,178883,267290,183525,75880,79474,1,23,56,161,233,267,2,2,3,3,0,0,1,2,0,0,3,1,1,3,2,0,1,2,2,1,2,3,2,2,3,1,0,1,3,3,3,3,1,1,3,2,2,3,2,0,3,2,1,1,3,3,1,1,3,2,2,1,3,0,2,3,3,1,2,3,0,0,3,1,1,1,3,3,2,2,1,0,0,2,2,1,2,1,2,-0.5571,0.7685,-0.8459,0.5521,-0.3169,-0.3886,-0.7044,-0.0247,-0.0853,0.0816,-0.3594,0.3079,-0.8673,-0.3803,0.6914,0.124,-0.4576,-0.4012,0.4938,0.4382,0.9299,-0.9026,-0.253,0.1239,0.6659,-0.0096,0.8779,0.2131,0.4603,0.0953,-0.1642,-0.8117,-0.0183,0.75,-0.2212,-0.3495,-0.9698,-0.6056,0.6946,0.1868,-0.776,0.0203,-0.0946,-0.5606,-0.9731,0.6602,0.6356,0.2827,-0.5832,-0.7689,0.7501,-0.3525,0.0026,0.3221,0.9055,0.2657,-0.2775,0.359,-0.3031,-0.1212,-0.1337,-0.6916,0.7696,0.7252,-0.0756,-0.3954,0.3564,0.434,0.5533,-0.2369,-0.4327,0.7023,0.6734,-0.9416,-0.0197,0.8558,-0.7503,-0.5023,0.3324,0.1334,-0.1783,0.127,0.98,0.5134,-0.9074,-0.6681,-0.2149,0.3285,-0.1518,0.9498,0.9815,-0.8187,0.6751,-0.2625,0.7805,-0.0614,-0.9561,0.4228,-0.6538,-0.408
3.181179775,83,27.7829632,-82.6387853,78,1,2,2,1,0,1,1,2,1,0,0,1,1,7,112,629,1,2,0,0,0,3,0.614457831,0.156626506,0.060240964,3.056506024,76.15662651,189.5903614,49.78313253,101.4819277,10.07228916,1.939759036,0.373493976,0.192771084,0.084337349,0.012048193,3.759036145,13.07228916,3.855421687,3.855421687,2.614457831,3.915662651,33.6746988,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,5,14,96,171,1010,2,0,3,1,0,3,2,2,2,0,1,1,0,0,3,1,2,2,2,3,1,0,3,3,3,1,3,2,2,2,3,2,1,2,0,1,2,0,3,2,1,0,1,3,2,1,0,2,0,3,3,2,1,2,2,2,0,0,2,2,3,0,3,0,1,3,2,0,3,1,3,1,3,1,3,2,1,2,2,0.3943,0.5776,0.3728,0.9996,-0.5659,-0.2343,0.4942,0.9402,0.036,-0.7117,0.0832,-0.7429,-0.2727,0.788,-0.7894,0.5383,-0.678,-0.7482,-0.1647,-0.7918,-0.813,-0.4475,-0.0512,-0.8332,-0.1023,0.5919,0.5157,0.1259,-0.3641,0.1103,0.7707,0.3077,0.5182,0.8321,-0.4229,-0.9077,0.4338,-0.6123,-0.0169,0.5099,0.7052,-0.8844,0.5847,0.1991,-0.5555,0.4899,0.252,-0.1249,-0.7138,0.1196,0.2531,-0.0158,-0.669,0.4927,0.7981,-0.1999,0.3928,0.5899,-0.7264,-0.6027,0.7038,0.1208,-0.5684,0.0436,-0.0571,0.9797,-0.5186,0.6672,-0.2491,0.4792,-0.4232,-0.7597,-0.3032,0.122,0.4864,0.6107,0.4035,-0.8709,-0.8169,0.581,-0.3372,-0.2907,-0.5062,-0.3784,-0.5918,-0.9421,0.0269,0.351,0.7649,0.9548,-0.231,-0.2315,-0.8775,0.7251,-0.1559,0.2059,0.824,-0.6789,0.9989,0.7658
3.972972973,18,40.0387413,-75.0361757,17,1,2,2,0,0,1,1,2,0,0,0,1,1,7,136,463,0,4,0,0,0,4,0.555555556,0.111111111,0,3.584444444,56.5,107.4444444,37.5,65.72222222,4.388888889,0.833333333,0.722222222,0.111111111,0.055555556,0,2.722222222,3.611111111,2.944444444,2.944444444,0.5,0.5,14.94444444,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,0,2,4,52,157,2060,1,0,3,1,2,0,1,2,1,2,2,0,0,0,0,2,2,3,1,2,3,3,3,3,3,3,3,2,2,1,3,3,0,3,0,2,2,3,2,1,0,1,1,0,1,2,1,2,3,0,2,2,0,0,3,1,2,0,2,1,1,2,3,2,3,2,0,0,1,0,0,1,3,3,2,0,3,3,2,-0.9839,0.8423,0.0783,0.6045,-0.6034,0.212,-0.1541,0.2908,0.9464,0.3147,-0.2606,-0.1728,0.5944,-0.4228,-0.4267,-0.9693,0.6377,0.3607,-0.1065,-0.2702,0.3357,-0.9781,0.68,0.5628,0.1441,0.8729,-0.796,0.3923,-0.7129,0.4951,0.6067,0.6089,0.1543,0.4204,0.2872,-0.5069,-0.0763,0.8615,-0.5545,-0.1903,0.7087,-0.0758,0.4889,-0.9297,-0.0237,0.5989,-0.8948,0.2765,-0.0587,0.1041,0.2922,-0.4679,-0.7583,0.8098,0.6265,-0.5861,-0.1152,-0.6859,0.3908,0.8432,-0.1939,0.6277,-0.7223,-0.0556,-0.2137,-0.3632,-0.196,-0.8998,-0.6201,-0.6274,0.5697,-0.6437,0.0123,0.5189,-0.9511,-0.4362,-0.6204,0.7387,-0.823,0.8243,-0.965,-0.7541,0.0559,-0.7761,-0.9895,0.1211,-0.7704,0.3208,0.3865,0.0221,-0.1443,0.9613,-0.7544,0.0415,-0.627,-0.2378,0.1448,-0.8471,0.6789,-0.6268
4.432304038,151,29.9641769,-90.0435741,149,2,0,1,1,1,1,1,2,1,1,1,1,1,7,66,270,0,5,1,0,3,9,1.059602649,0.21192053,0.675496689,4.092450331,108.3178808,252.205298,80.74834437,138.3774834,8,4.794701987,1.59602649,0.370860927,0.264900662,0.331125828,8.470198675,9.278145695,11.17880795,11.17880795,6.01986755,4.900662252,58.38410596,2627081,11173,13470,107.0103595,4624047,1782503,371106,358349,280570,362797,245540,108792,102813,1743235,342506,338513,263074,342361,225728,96312,87277,3,6,19,206,361,471,0,2,0,1,1,1,3,3,3,0,3,3,3,1,2,0,1,1,1,0,3,1,1,0,0,1,2,2,1,1,1,1,3,3,2,2,1,2,1,1,1,3,1,3,1,2,2,0,1,3,2,0,0,3,3,3,1,2,3,1,0,3,0,2,3,3,1,3,3,2,2,1,0,2,0,1,3,0,3,0.6358,-0.1507,-0.3521,0.6979,-0.4435,-0.516,0.2048,0.9775,0.7352,0.1583,-0.6003,0.6724,0.3364,0.4042,0.4437,0.8515,0.4945,-0.0662,0.6841,-0.8906,0.0592,-0.2736,-0.7652,-0.2274,0.7938,-0.9246,0.2527,-0.0654,0.96,0.8177,0.028,-0.1878,0.2989,-0.5497,-0.8852,0.8096,0.1532,-0.6496,0.6709,-0.0494,-0.6857,-0.5669,0.5858,0.0909,-0.8389,0.3943,-0.064,-0.7631,-0.8643,-0.7302,-0.4211,0.6041,0.1039,0.8254,-0.2555,-0.0975,-0.8294,0.7628,0.9634,-0.2791,0.2295,-0.9303,0.3444,0.8405,-0.4441,0.6671,-0.2724,0.0122,0.2749,-0.2769,0.5769,0.2081,-0.56,-0.2588,0.2998,-0.1111,-0.9424,-0.3298,-0.609,0.5249,0.0227,0.3813,0.8778,0.2616,0.8613,0.8283,0.9341,0.7712,-0.724,0.6272,0.7961,0.9962,0.8995,0.9804,-0.3704,0.4686,0.2575,-0.1029,0.0945,0.1611
4.512903226,117,38.627004,-90.193499,112,2,0,1,1,1,1,1,1,1,0,0,1,1,5,40,379,0,0,3,0,0,3,0.769230769,0.341880342,0.658119658,4.032649573,132.0683761,654.974359,321.8376068,530.9059829,29.56410256,31.77777778,3.239316239,2.931623932,1.384615385,0.572649573,27.11111111,95.1965812,50.46153846,50.46153846,12.34188034,24.28205128,299.7606838,205807,144,453,89.7235036,6168187,2493638,377408,480569,429563,579608,383434,143281,146193,2433278,351208,453521,409347,551132,359570,130713,131369,1,15,25,73,166,518,1,1,1,3,3,3,1,1,2,3,1,1,0,0,2,0,2,2,0,3,3,0,2,0,3,0,3,2,2,3,3,1,1,2,3,0,1,3,1,2,3,1,3,2,1,1,1,1,1,0,1,2,2,3,2,2,1,1,3,1,1,1,1,2,0,2,2,1,1,0,2,1,1,0,2,3,0,3,2,0.3895,-0.4719,-0.7467,0.1012,0.0736,-0.2109,0.6344,-0.4431,0.5967,0.4786,-0.6735,0.182,0.3648,-0.9759,-0.461,0.2911,-0.2741,0.5269,-0.2069,-0.3329,0.0141,0.4705,-0.8304,-0.9142,0.0522,0.551,-0.4256,0.6637,0.3653,0.6385,-0.4985,-0.1371,-0.4398,-0.7105,-0.0277,0.8272,0.9499,0.0575,0.1346,0.8935,0.4602,-0.6337,0.8055,0.8081,-0.4975,-0.061,0.7718,-0.4396,-0.9054,-0.9296,-0.666,-0.0392,-0.9722,0.8386,-0.4834,-0.0877,-0.2055,0.1224,-0.6888,-0.1243,-0.4233,-0.089,-0.9986,-0.56,0.1763,0.1234,-0.5733,-0.5171,0.9257,0.6197,0.5679,-0.8472,0.1487,-0.816,-0.7243,-0.5588,-0.502,-0.3203,0.0737,-0.0366,-0.378,-0.0525,0.631,0.8764,0.9353,0.8463,0.4505,-0.7568,-0.8767,-0.9395,-0.6252,0.6723,0.3093,0.6462,0.6846,-0.6363,0.6126,0.6919,-0.6378,-0.7894
4.404705882,235,39.9404771,-75.1493607,224,3,0,1,1,0,1,0,0,1,1,1,1,1,5,34,190,1,1,1,0,0,3,1.268085106,0.417021277,0.804255319,3.743148936,133.8382979,430,241.012766,285.3234043,18.81702128,25.72765957,2.987234043,1.914893617,2.693617021,1.561702128,18.73617021,43.13617021,33.16595745,33.16595745,12.09787234,3.8,178.987234,1822884,6312,6105,289.7497855,12964056,5205086,719163,904889,819178,1215806,833259,368533,415162,5152090,690527,880297,794842,1181370,800327,349233,384590,1,46,101,649,810,2157,2,2,2,3,0,3,3,3,2,3,0,2,3,2,1,3,1,2,0,0,3,2,2,0,0,1,3,3,1,2,2,1,3,0,2,3,2,3,3,1,0,0,2,1,2,1,3,1,3,3,1,2,1,1,0,3,2,0,1,3,1,3,2,3,1,0,1,0,1,1,2,1,2,3,3,3,3,1,1,0.3368,0.8509,0.6228,0.7797,0.1418,0.4059,0.0518,-0.5702,0.7777,-0.1354,-0.6615,-0.5857,0.6912,0.0108,-0.4393,0.1798,-0.3721,-0.4011,-0.9678,0.8288,0.391,-0.9403,-0.1692,-0.5318,0.61,0.4192,0.5821,0.3327,0.0449,-0.5524,0.8442,-0.4106,0.8899,0.8773,0.7347,0.5925,-0.6811,0.6728,0.5467,-0.8128,-0.4813,0.604,-0.9981,-0.7165,-0.1987,-0.9373,0.6349,0.0641,-0.0726,0.8335,0.8858,-0.6915,-0.9347,-0.6546,-0.0271,-0.0485,-0.9213,0.0015,0.6788,0.5286,-0.2937,0.3634,-0.1796,-0.5297,-0.8227,-0.3244,-0.5122,-0.9716,-0.8161,0.2392,-0.7896,0.4751,-0.8115,0.8888,-0.718,-0.9192,0.3963,-0.6883,0.0679,-0.4967,-0.629,0.3805,0.3671,0.7921,-0.731,-0.599,0.4101,0.8433,0.8119,-0.6772,0.0056,-0.228,0.8892,0.0463,-0.5946,-0.6039,0.6448,0.923,-0.5254,0.9916
3.561626429,34,32.1572311,-110.9169941,33,1,1,2,2,0,0,1,1,2,0,0,1,1,7,3,1540,0,0,0,0,0,0,0.441176471,0.117647059,0.029411765,2.837647059,51.05882353,42.17647059,9.529411765,13.32352941,1.382352941,0.352941176,0.205882353,0,0.058823529,0,0.764705882,1.823529412,1.117647059,1.117647059,0.5,0.470588235,6.411764706,676418,6810,574,64.0221138,7276316,2793213,368930,478501,472903,676077,432574,197505,216069,2755041,343770,458117,455827,653201,412490,184293,197997,1,1,1,14,144,350,0,3,1,3,2,0,0,0,2,3,0,1,2,3,1,3,0,3,2,3,0,1,1,2,1,1,3,0,2,3,1,3,2,3,1,2,0,1,1,1,2,1,3,2,0,3,0,3,1,2,2,2,3,2,1,2,0,3,3,2,2,3,2,2,1,3,1,2,2,2,1,2,2,2,3,3,3,3,3,0.1813,-0.8771,-0.6123,0.2773,0.2738,0.44,-0.8154,0.6318,-0.5713,-0.5178,-0.0476,0.4559,0.5415,0.6288,-0.2307,0.2413,0.9582,0.8742,-0.2187,-0.8475,-0.01,-0.1077,0.6365,-0.0232,-0.1398,-0.8392,0.9855,0.379,-0.9473,0.6118,-0.6106,0.9422,0.4614,0.2587,0.9353,-0.4411,0.8377,-0.2013,-0.207,0.6615,-0.8512,-0.1498,0.0703,0.272,-0.0289,-0.0643,-0.6029,0.3924,-0.7194,0.6941,0.8278,-0.3618,0.9527,0.7805,0.5539,0.0101,-0.4569,-0.9568,0.1422,-0.8536,-0.8792,-0.1417,0.1712,0.9522,0.7993,0.5458,0.4005,0.5182,0.511,-0.7561,-0.1399,0.0882,0.8143,-0.9837,0.4362,-0.64,-0.7109,0.9469,0.3094,0.0083,-0.4435,0.4519,-0.1934,-0.2419,0.8735,0.1916,0.5258,-0.5133,0.6515,0.1634,-0.3785,0.9237,0.679,-0.0073,-0.9972,-0.1552,0.0604,-0.9264,0.5446,-0.2296
4.479081633,44,36.19051095,-86.51447381,42,2,1,2,0,1,1,0,1,0,0,0,1,1,7,73.5,348,0,0,0,0,0,0,0.590909091,0.159090909,0.181818182,3.723863636,61.34090909,60.90909091,17.34090909,24.09090909,3.159090909,1.181818182,1.068181818,0.340909091,0.022727273,0.045454545,2.136363636,1.681818182,2.704545455,2.704545455,2.318181818,1.136363636,15.34090909,169757,385,573,169.1679021,6975218,2725384,446805,523626,472527,642875,380161,151969,164149,2679596,418689,497034,452467,613879,358601,137773,144425,1,2,2,13,26,490,1,3,2,1,1,0,1,0,0,0,2,0,1,3,3,2,3,2,3,2,1,1,1,0,2,1,2,0,2,2,1,1,1,0,0,3,2,0,0,2,1,1,1,1,0,2,1,0,3,3,3,3,2,1,1,2,1,2,0,3,0,1,1,3,0,1,3,3,2,0,0,2,3,1,0,2,3,0,3,-0.3379,0.6049,0.64,-0.2957,0.1168,0.6401,-0.6084,0.8851,-0.9483,-0.3774,-0.9355,-0.0633,-0.899,-0.8443,0.0961,-0.2088,0.4166,-0.9067,-0.2249,0.9384,0.83,-0.7253,-0.9888,0.6749,-0.3042,-0.4566,-0.5885,0.8398,-0.4181,-0.412,0.7522,0.3038,0.1421,0.1807,-0.4852,0.9898,0.2913,0.5749,-0.3597,0.871,-0.8397,0.3508,-0.9497,-0.1813,-0.2173,0.4216,-0.5797,-0.0357,-0.6465,0.3116,0.3379,-0.0562,0.1836,0.2187,0.6013,0.7178,-0.8147,0.3236,0.7217,-0.1841,0.2056,0.8313,0.9206,-0.5054,-0.1481,0.3986,-0.8709,0.1631,-0.1368,-0.0423,0.4986,0.4889,0.3928,0.1331,0.4288,-0.1531,-0.8014,-0.2201,-0.5349,-0.0359,0.3859,0.5847,0.9883,-0.5017,0.9856,0.6407,0.4535,0.7235,0.257,-0.7383,0.2447,-0.5531,0.2164,-0.1485,0.5285,0.7347,0.0978,0.3648,0.9564,0.788
4.620588235,6,29.92655606,-90.09213954,6,1.39,0,2,1,0,0,2,2,2,0,0,2,1,7,73.5,62,0,0,0,0,0,0,0.666666667,0,0,4.436666667,84.16666667,164.1666667,35.66666667,95.33333333,4.666666667,2.666666667,0.666666667,0.666666667,0,0,2.5,3.5,8.5,8.5,2.666666667,1,30.66666667,2627081,11173,13470,107.0103595,4624047,1782503,371106,358349,280570,362797,245540,108792,102813,1743235,342506,338513,263074,342361,225728,96312,87277,1,2,18,235,371,471,0,3,2,3,0,2,0,0,2,1,2,1,0,0,3,1,3,0,2,1,2,2,2,2,2,2,1,0,3,0,3,3,3,2,1,2,0,2,2,2,2,2,1,3,1,2,0,1,3,2,3,3,1,0,2,1,2,1,1,1,1,0,1,1,1,1,2,2,1,0,2,3,3,1,3,0,1,3,1,0.9046,-0.7103,-0.7638,-0.0252,-0.6632,-0.0158,0.6415,-0.068,0.8429,-0.5169,-0.8992,-0.2925,0.2444,-0.5324,-0.1551,0.1957,-0.6849,-0.7404,-0.102,0.1701,-0.2424,0.8058,0.4664,0.4442,-0.1114,0.3047,0.0271,0.9549,-0.8587,0.0751,0.4928,0.4455,-0.5754,0.1917,-0.144,-0.1636,0.0804,0.4445,-0.3168,-0.6285,-0.9425,-0.8185,-0.8444,-0.295,-0.5741,0.3696,-0.7581,0.9549,-0.4772,0.3975,-0.6842,0.3725,0.799,0.5904,0.9132,-0.8518,-0.8994,-0.0764,0.5682,0.2186,-0.1817,-0.8013,0.3212,0.2658,0.5151,0.0019,0.3933,-0.4875,-0.41,0.9195,-0.9427,-0.1633,-0.8225,-0.6997,0.1355,-0.9521,-0.8109,0.4947,-0.8902,-0.1857,0.9143,0.5416,-0.7569,0.7386,-0.2297,-0.5724,-0.0507,-0.8471,-0.2082,0.1661,0.5731,0.7464,-0.0987,-0.1524,-0.0533,0.2371,0.357,-0.2217,0.5285,0.4617
4.153571429,12,27.84214391,-82.21514579,11,1,2,1,1,1,1,2,1,1,0,0,1,1,7,67,44,0,0,0,0,0,0,0.666666667,0.25,0.75,3.601666667,166,628.9166667,362.8333333,460.9166667,13.25,13,2.916666667,3.083333333,0.416666667,0,10.41666667,20.75,30.5,30.5,13.75,12.58333333,137.9166667,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,1,1,1,4,18,749,3,3,2,0,0,2,0,0,1,1,1,3,1,1,2,2,0,0,3,3,2,2,2,0,0,2,0,0,2,3,1,1,2,3,0,3,0,3,1,1,2,2,1,0,1,1,3,0,3,3,3,1,2,2,3,0,0,1,1,0,2,2,3,2,1,2,3,2,0,0,0,1,2,2,0,0,2,3,1,-0.8529,-0.8803,-0.724,0.7304,0.2778,-0.7768,0.7095,-0.6614,0.6178,-0.6693,-0.0295,0.7057,-0.531,-0.8561,0.0991,-0.1026,-0.4039,-0.2619,-0.7394,0.3369,0.5711,-0.0256,-0.3512,-0.85,0.1995,0.3303,-0.7802,0.5653,0.4514,-0.6486,0.0696,0.7508,0.6045,-0.4891,0.0602,-0.3298,-0.5544,0.2861,0.2614,0.6512,0.4204,0.6982,-0.4678,0.9802,-0.6215,0.8368,0.7056,-0.7245,0.8279,0.728,-0.0037,-0.6209,-0.1014,-0.0836,-0.4301,0.1799,0.3014,0.7035,-0.102,0.0575,-0.8893,-0.6726,-0.2204,0.5333,0.7834,0.1004,-0.9713,-0.5853,0.6478,-0.5851,0.3887,-0.6098,-0.3636,-0.3882,-0.0345,0.2824,-0.8913,0.6299,0.2858,0.6991,-0.9418,0.4637,-0.5851,-0.3782,0.9815,0.6063,-0.8498,-0.4283,0.0525,0.9957,0.0837,-0.084,-0.0874,0.2239,-0.9903,-0.9057,-0.506,0.3786,-0.9637,0.1714
