weight,rate_user_num,latitude,longitude,review_count,price_level,HasTV,Caters,OutdoorSeating,WheelchairAccessible,BusinessParking,RestaurantsDelivery,GoodForKids,BikeParking,WiFi,Alcohol,RestaurantsTakeOut,BusinessAcceptsCreditCards,open_days,open_hours,num_rating,drink,food,inside,menu,outside,total,avg_review_useful,avg_review_funny,avg_review_cool,avg_stars,avg_review_count,avg_useful,avg_funny,avg_cool,avg_fans,avg_compliment_hot,avg_compliment_more,avg_compliment_profile,avg_compliment_cute,avg_compliment_list,avg_compliment_note,avg_compliment_plain,avg_compliment_cool,avg_compliment_funny,avg_compliment_writer,avg_compliment_photos,avg_total_compliment,PAYANN,PCHDAPR,PCHADVT,DENSITY_2021,POP_2021,Total:_Estimate_max,"    Less than $20,000_Estimate_max","    $20,000 to $39,999_Estimate_max","    $40,000 to $59,999_Estimate_max","    $60,000 to $99,999_Estimate_max","    $100,000 to $149,999_Estimate_max","    $150,000 to $199,999_Estimate_max","    $200,000 or more_Estimate_max",Total:_Estimate_min,"    Less than $20,000_Estimate_min","    $20,000 to $39,999_Estimate_min","    $40,000 to $59,999_Estimate_min","    $60,000 to $99,999_Estimate_min","    $100,000 to $149,999_Estimate_min","    $150,000 to $199,999_Estimate_min","    $200,000 or more_Estimate_min",less_100m,less_500m,less_1km,less_5km,less_10km,less_50km,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,class_20,class_21,class_22,class_23,class_24,class_25,class_26,class_27,class_28,class_29,class_30,class_31,class_32,class_33,class_34,class_35,class_36,class_37,class_38,class_39,class_40,class_41,class_42,class_43,class_44,class_45,class_46,class_47,class_48,class_49,class_50,class_51,class_52,class_53,class_54,class_55,class_56,class_57,class_58,class_59,class_60,class_61,class_62,class_63,class_64,class_65,class_66,class_67,class_68,class_69,class_70,class_71,class_72,class_73,class_74,class_75,class_76,class_77,class_78,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63,v_64,v_65,v_66,v_67,v_68,v_69,v_70,v_71,v_72,v_73,v_74,v_75,v_76,v_77,v_78,v_79,v_80,v_81,v_82,v_83,v_84,v_85,v_86,v_87,v_88,v_89,v_90,v_91,v_92,v_93,v_94,v_95,v_96,v_97,v_98,v_99,year,month,previous_rating,yelp_year
2.710905181,17,27.939727,-82.7296986,17,1,0,0,0,-1,0,1,0,1,0,0,1,1,7,98,285,0,2,1,0,1,4,0.882352941,0.352941176,0.764705882,3.322941176,130.1176471,541.1176471,196.1176471,410.7058824,18.76470588,16,1.411764706,2.529411765,0.294117647,0.117647059,11.05882353,20.35294118,36.29411765,36.29411765,13.35294118,20.64705882,158.3529412,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,1,1,34,126,1065,1,0,0,3,0,3,0,0,0,0,0,1,1,0,2,2,2,1,2,3,0,1,0,3,3,3,2,2,0,3,2,3,0,1,2,2,2,3,2,2,3,1,0,2,3,1,1,1,0,0,1,1,3,2,2,2,2,1,3,1,2,2,2,3,1,1,2,1,2,1,1,1,0,3,1,3,1,3,2,-0.6788,0.7019,-0.4882,0.8685,-0.2889,-0.9808,-0.5493,-0.7643,0.0304,-0.525,0.4619,0.5,0.7903,0.8594,0.5745,0.8325,-0.0537,0.7054,-0.6215,0.4281,-0.0555,-0.2869,-0.5715,0.39,0.0764,-0.6674,-0.1165,-0.9978,-0.491,-0.7154,-0.0523,0.1378,-0.1344,0.4302,-0.6954,0.3745,-0.3815,-0.9808,0.9532,0.3755,0.0213,-0.7674,-0.1367,0.2611,0.6354,-0.1505,-0.2357,-0.0637,0.5595,-0.2798,0.7306,-0.9529,0.2209,0.4515,-0.3269,-0.9967,0.8054,0.9601,-0.4144,-0.3044,0.7932,0.0924,0.2872,0.772,0.5847,-0.8567,0.8369,0.3414,0.2422,-0.5838,-0.1937,-0.2383,0.1134,-0.2615,-0.8853,-0.9288,-0.5686,0.064,-0.2548,0.9233,-0.276,0.893,0.9978,-0.8652,-0.4751,0.7464,0.6522,-0.1834,0.8274,-0.5592,-0.7008,-0.273,0.4699,-0.0991,0.3717,0.5294,0.6746,-0.024,0.058,-0.8222,2019,12,3.369280732,1802
2.8,25,43.599493,-116.193049,22,2,0,1,1,-1,1,0,0,1,0,0,1,1,7,112,294,2,0,0,0,0,2,0.6,0.16,0.24,3.2704,133.48,276.96,66.08,103.28,8.12,5.92,1,0.44,0.16,0.08,5.52,9.32,8.44,8.44,5.48,2.8,47.6,163894,127,1233,23.0010226,1900923,686559,86546,124562,128906,186799,111958,41016,43540,670551,74006,110382,115690,168595,97338,34036,33736,0,1,4,78,130,216,1,1,1,2,0,0,2,0,0,3,2,0,3,0,0,3,1,3,2,2,3,1,3,0,2,1,1,1,2,2,3,0,0,3,0,2,2,3,1,0,3,3,2,2,2,3,0,2,0,1,3,0,1,2,1,3,3,1,3,2,2,1,0,2,0,0,1,1,3,1,0,2,0,2,3,1,1,3,2,-0.1248,0.3365,-0.6109,-0.1531,-0.7145,-0.7854,-0.002,-0.4519,-0.8919,-0.6619,-0.5178,-0.8308,0.5571,-0.2203,0.7654,0.931,-0.1169,-0.8046,-0.019,0.2347,0.7389,-0.932,-0.2756,0.2815,0.3642,-0.1916,-0.3669,-0.7279,-0.3238,0.0859,-0.6966,-0.1981,0.1897,0.4318,0.8054,0.9322,0.6148,-0.0392,-0.4598,0.5799,-0.0093,0.1697,0.4089,0.3767,0.6904,-0.1237,0.9654,-0.2219,-0.0012,-0.5712,0.9742,0.3636,0.8289,-0.5161,-0.8619,-0.7168,0.5578,-0.7319,0.8722,-0.0132,-0.8141,0.1661,-0.895,-0.5207,-0.8111,-0.4418,0.4141,0.0241,0.9607,0.1865,-0.2043,0.4986,-0.2457,-0.4638,-0.0643,-0.8368,-0.5965,0.9946,-0.3945,0.8055,0.8957,-0.8684,0.5804,0.7594,-0.1513,0.4929,0.2246,0.6965,0.0351,-0.003,-0.9732,0.1202,0.6067,-0.6017,-0.3497,-0.9704,-0.6769,-0.8438,0.9759,0.0676,2013,4,0,3447
3.276483381,25,43.599493,-116.193049,22,2,0,1,1,-1,1,0,0,1,0,0,1,1,7,112,294,2,0,0,0,0,2,0.6,0.16,0.24,3.2704,133.48,276.96,66.08,103.28,8.12,5.92,1,0.44,0.16,0.08,5.52,9.32,8.44,8.44,5.48,2.8,47.6,163894,127,1233,23.0010226,1900923,686559,86546,124562,128906,186799,111958,41016,43540,670551,74006,110382,115690,168595,97338,34036,33736,0,1,4,78,130,216,1,1,1,2,0,0,2,0,0,3,2,0,3,0,0,3,1,3,2,2,3,1,3,0,2,1,1,1,2,2,3,0,0,3,0,2,2,3,1,0,3,3,2,2,2,3,0,2,0,1,3,0,1,2,1,3,3,1,3,2,2,1,0,2,0,0,1,1,3,1,0,2,0,2,3,1,1,3,2,-0.1248,0.3365,-0.6109,-0.1531,-0.7145,-0.7854,-0.002,-0.4519,-0.8919,-0.6619,-0.5178,-0.8308,0.5571,-0.2203,0.7654,0.931,-0.1169,-0.8046,-0.019,0.2347,0.7389,-0.932,-0.2756,0.2815,0.3642,-0.1916,-0.3669,-0.7279,-0.3238,0.0859,-0.6966,-0.1981,0.1897,0.4318,0.8054,0.9322,0.6148,-0.0392,-0.4598,0.5799,-0.0093,0.1697,0.4089,0.3767,0.6904,-0.1237,0.9654,-0.2219,-0.0012,-0.5712,0.9742,0.3636,0.8289,-0.5161,-0.8619,-0.7168,0.5578,-0.7319,0.8722,-0.0132,-0.8141,0.1661,-0.895,-0.5207,-0.8111,-0.4418,0.4141,0.0241,0.9607,0.1865,-0.2043,0.4986,-0.2457,-0.4638,-0.0643,-0.8368,-0.5965,0.9946,-0.3945,0.8055,0.8957,-0.8684,0.5804,0.7594,-0.1513,0.4929,0.2246,0.6965,0.0351,-0.003,-0.9732,0.1202,0.6067,-0.6017,-0.3497,-0.9704,-0.6769,-0.8438,0.9759,0.0676,2006,7,2.8,3447
3.058241569,25,43.599493,-116.193049,22,2,0,1,1,-1,1,0,0,1,0,0,1,1,7,112,294,2,0,0,0,0,2,0.6,0.16,0.24,3.2704,133.48,276.96,66.08,103.28,8.12,5.92,1,0.44,0.16,0.08,5.52,9.32,8.44,8.44,5.48,2.8,47.6,163894,127,1233,23.0010226,1900923,686559,86546,124562,128906,186799,111958,41016,43540,670551,74006,110382,115690,168595,97338,34036,33736,0,1,4,78,130,216,1,1,1,2,0,0,2,0,0,3,2,0,3,0,0,3,1,3,2,2,3,1,3,0,2,1,1,1,2,2,3,0,0,3,0,2,2,3,1,0,3,3,2,2,2,3,0,2,0,1,3,0,1,2,1,3,3,1,3,2,2,1,0,2,0,0,1,1,3,1,0,2,0,2,3,1,1,3,2,-0.1248,0.3365,-0.6109,-0.1531,-0.7145,-0.7854,-0.002,-0.4519,-0.8919,-0.6619,-0.5178,-0.8308,0.5571,-0.2203,0.7654,0.931,-0.1169,-0.8046,-0.019,0.2347,0.7389,-0.932,-0.2756,0.2815,0.3642,-0.1916,-0.3669,-0.7279,-0.3238,0.0859,-0.6966,-0.1981,0.1897,0.4318,0.8054,0.9322,0.6148,-0.0392,-0.4598,0.5799,-0.0093,0.1697,0.4089,0.3767,0.6904,-0.1237,0.9654,-0.2219,-0.0012,-0.5712,0.9742,0.3636,0.8289,-0.5161,-0.8619,-0.7168,0.5578,-0.7319,0.8722,-0.0132,-0.8141,0.1661,-0.895,-0.5207,-0.8111,-0.4418,0.4141,0.0241,0.9607,0.1865,-0.2043,0.4986,-0.2457,-0.4638,-0.0643,-0.8368,-0.5965,0.9946,-0.3945,0.8055,0.8957,-0.8684,0.5804,0.7594,-0.1513,0.4929,0.2246,0.6965,0.0351,-0.003,-0.9732,0.1202,0.6067,-0.6017,-0.3497,-0.9704,-0.6769,-0.8438,0.9759,0.0676,2006,8,3.276483381,3447
2.867924528,53,35.9603973,-86.8028764,53,2,0,-1,1,-1,1,0,0,-1,0,0,1,1,7,120,521,0,0,3,0,0,3,0.264150943,0.264150943,0.132075472,3.383396226,127.2075472,200.5471698,68,95.28301887,8.433962264,8.754716981,2.075471698,0.849056604,0.490566038,0.169811321,9.924528302,16.18867925,14.75471698,14.75471698,4.698113208,4.679245283,77.33962264,169757,385,573,169.1679021,6975218,2725384,446805,523626,472527,642875,380161,151969,164149,2679596,418689,497034,452467,613879,358601,137773,144425,0,3,4,19,54,475,2,3,1,0,1,0,1,1,3,1,1,2,3,3,3,3,0,1,2,2,2,2,3,0,0,3,1,3,3,1,2,0,0,1,1,2,3,1,0,3,0,3,1,3,2,0,1,1,2,1,1,2,3,3,0,1,1,2,3,1,0,1,0,1,2,3,3,3,2,2,3,2,0,3,1,0,0,1,1,0.0443,0.5377,-0.4061,0.4562,-0.204,-0.1332,0.6835,-0.6623,0.2164,-0.8449,0.0493,-0.9712,-0.1893,-0.8389,-0.7201,0.8468,0.7795,0.0287,0.3091,-0.8319,-0.2498,-0.0028,-0.8959,-0.8362,0.7327,-0.8827,0.4156,0.0537,0.6773,0.3374,0.0647,0.4519,0.7012,-0.9606,-0.9641,0.0192,0.7321,0.7645,-0.5306,-0.5739,0.3659,-0.272,0.8286,0.0028,-0.1645,-0.721,-0.3303,0.1058,-0.2511,0.986,0.5827,-0.2121,-0.9008,0.8495,-0.4771,-0.7204,0.4198,-0.3921,0.1551,-0.0598,-0.4524,0.9617,-0.0171,-0.4767,-0.581,0.8554,0.1977,-0.6492,-0.4848,0.7411,-0.7267,-0.8421,-0.6099,-0.4306,-0.2485,-0.2208,0.5134,-0.5117,0.8163,-0.1648,0.0965,-0.6793,-0.8035,0.6175,0.8865,-0.1909,-0.1423,-0.8486,-0.0934,0.2579,0.8651,-0.4108,0.8411,0.735,0.5486,-0.7901,-0.6012,-0.2928,0.0977,-0.0348,2010,4,0,2916
3.416238867,53,35.9603973,-86.8028764,53,2,0,-1,1,-1,1,0,0,-1,0,0,1,1,7,120,521,0,0,3,0,0,3,0.264150943,0.264150943,0.132075472,3.383396226,127.2075472,200.5471698,68,95.28301887,8.433962264,8.754716981,2.075471698,0.849056604,0.490566038,0.169811321,9.924528302,16.18867925,14.75471698,14.75471698,4.698113208,4.679245283,77.33962264,169757,385,573,169.1679021,6975218,2725384,446805,523626,472527,642875,380161,151969,164149,2679596,418689,497034,452467,613879,358601,137773,144425,0,3,4,19,54,475,2,3,1,0,1,0,1,1,3,1,1,2,3,3,3,3,0,1,2,2,2,2,3,0,0,3,1,3,3,1,2,0,0,1,1,2,3,1,0,3,0,3,1,3,2,0,1,1,2,1,1,2,3,3,0,1,1,2,3,1,0,1,0,1,2,3,3,3,2,2,3,2,0,3,1,0,0,1,1,0.0443,0.5377,-0.4061,0.4562,-0.204,-0.1332,0.6835,-0.6623,0.2164,-0.8449,0.0493,-0.9712,-0.1893,-0.8389,-0.7201,0.8468,0.7795,0.0287,0.3091,-0.8319,-0.2498,-0.0028,-0.8959,-0.8362,0.7327,-0.8827,0.4156,0.0537,0.6773,0.3374,0.0647,0.4519,0.7012,-0.9606,-0.9641,0.0192,0.7321,0.7645,-0.5306,-0.5739,0.3659,-0.272,0.8286,0.0028,-0.1645,-0.721,-0.3303,0.1058,-0.2511,0.986,0.5827,-0.2121,-0.9008,0.8495,-0.4771,-0.7204,0.4198,-0.3921,0.1551,-0.0598,-0.4524,0.9617,-0.0171,-0.4767,-0.581,0.8554,0.1977,-0.6492,-0.4848,0.7411,-0.7267,-0.8421,-0.6099,-0.4306,-0.2485,-0.2208,0.5134,-0.5117,0.8163,-0.1648,0.0965,-0.6793,-0.8035,0.6175,0.8865,-0.1909,-0.1423,-0.8486,-0.0934,0.2579,0.8651,-0.4108,0.8411,0.735,0.5486,-0.7901,-0.6012,-0.2928,0.0977,-0.0348,2016,3,2.867924528,2916
2.996408317,53,35.9603973,-86.8028764,53,2,0,-1,1,-1,1,0,0,-1,0,0,1,1,7,120,521,0,0,3,0,0,3,0.264150943,0.264150943,0.132075472,3.383396226,127.2075472,200.5471698,68,95.28301887,8.433962264,8.754716981,2.075471698,0.849056604,0.490566038,0.169811321,9.924528302,16.18867925,14.75471698,14.75471698,4.698113208,4.679245283,77.33962264,169757,385,573,169.1679021,6975218,2725384,446805,523626,472527,642875,380161,151969,164149,2679596,418689,497034,452467,613879,358601,137773,144425,0,3,4,19,54,475,2,3,1,0,1,0,1,1,3,1,1,2,3,3,3,3,0,1,2,2,2,2,3,0,0,3,1,3,3,1,2,0,0,1,1,2,3,1,0,3,0,3,1,3,2,0,1,1,2,1,1,2,3,3,0,1,1,2,3,1,0,1,0,1,2,3,3,3,2,2,3,2,0,3,1,0,0,1,1,0.0443,0.5377,-0.4061,0.4562,-0.204,-0.1332,0.6835,-0.6623,0.2164,-0.8449,0.0493,-0.9712,-0.1893,-0.8389,-0.7201,0.8468,0.7795,0.0287,0.3091,-0.8319,-0.2498,-0.0028,-0.8959,-0.8362,0.7327,-0.8827,0.4156,0.0537,0.6773,0.3374,0.0647,0.4519,0.7012,-0.9606,-0.9641,0.0192,0.7321,0.7645,-0.5306,-0.5739,0.3659,-0.272,0.8286,0.0028,-0.1645,-0.721,-0.3303,0.1058,-0.2511,0.986,0.5827,-0.2121,-0.9008,0.8495,-0.4771,-0.7204,0.4198,-0.3921,0.1551,-0.0598,-0.4524,0.9617,-0.0171,-0.4767,-0.581,0.8554,0.1977,-0.6492,-0.4848,0.7411,-0.7267,-0.8421,-0.6099,-0.4306,-0.2485,-0.2208,0.5134,-0.5117,0.8163,-0.1648,0.0965,-0.6793,-0.8035,0.6175,0.8865,-0.1909,-0.1423,-0.8486,-0.0934,0.2579,0.8651,-0.4108,0.8411,0.735,0.5486,-0.7901,-0.6012,-0.2928,0.0977,-0.0348,2006,12,3.416238867,2916
2.9,50,43.56742127,-116.2200415,48,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,7,102.25,32,0,0,0,0,0,0,0.74,0.16,0.1,3.7684,123.28,238.16,79.72,154.7,11.32,3.68,0.64,0.26,0.2,0.02,6.72,40.72,12.98,12.98,5.38,3.58,87.16,163894,127,1233,23.0010226,1900923,686559,86546,124562,128906,186799,111958,41016,43540,670551,74006,110382,115690,168595,97338,34036,33736,1,5,5,37,126,216,0,1,0,1,0,3,2,1,1,1,1,1,1,2,1,0,0,3,1,3,0,1,1,2,2,3,2,0,0,2,0,3,1,0,0,0,0,0,3,3,0,3,2,0,1,2,2,3,0,0,2,3,1,2,0,2,3,1,1,0,2,1,2,1,0,2,0,0,0,2,0,1,3,0,0,0,0,2,1,0.1585,0.849,0.7543,-0.6117,-0.0557,0.1226,-0.6749,0.794,0.6677,0.7094,0.6026,0.2891,0.5032,0.7646,0.0281,-0.6281,-0.0397,-0.0082,0.3985,-0.8018,-0.7037,0.7446,0.9342,0.0335,0.312,0.1405,0.5691,0.7616,0.1717,-0.926,0.4671,0.1307,0.9067,0.0726,-0.1045,-0.2358,-0.5816,-0.9622,0.3966,0.8027,0.1109,0.3368,0.8057,-0.0128,-0.4599,0.2632,0.8829,-0.536,-0.7231,0.9186,0.0794,0.284,-0.1716,0.1837,0.9148,0.8065,-0.9139,-0.8823,0.1154,0.9692,-0.0297,0.4985,-0.3014,0.5058,0.226,0.229,0.3557,-0.6423,-0.0703,0.5099,0.7062,-0.6192,0.5451,-0.2149,-0.3727,0.2203,0.6274,-0.2133,0.807,-0.8069,0.1463,-0.3456,0.7376,0.2179,-0.2092,-0.1619,0.1154,-0.7835,-0.0779,-0.63,0.7826,0.8496,0.9486,-0.3153,0.7326,0.7451,0.7385,-0.1605,-0.696,0.5566,2016,8,0,2729
3.123912065,50,43.56742127,-116.2200415,48,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,7,102.25,32,0,0,0,0,0,0,0.74,0.16,0.1,3.7684,123.28,238.16,79.72,154.7,11.32,3.68,0.64,0.26,0.2,0.02,6.72,40.72,12.98,12.98,5.38,3.58,87.16,163894,127,1233,23.0010226,1900923,686559,86546,124562,128906,186799,111958,41016,43540,670551,74006,110382,115690,168595,97338,34036,33736,1,5,5,37,126,216,0,1,0,1,0,3,2,1,1,1,1,1,1,2,1,0,0,3,1,3,0,1,1,2,2,3,2,0,0,2,0,3,1,0,0,0,0,0,3,3,0,3,2,0,1,2,2,3,0,0,2,3,1,2,0,2,3,1,1,0,2,1,2,1,0,2,0,0,0,2,0,1,3,0,0,0,0,2,1,0.1585,0.849,0.7543,-0.6117,-0.0557,0.1226,-0.6749,0.794,0.6677,0.7094,0.6026,0.2891,0.5032,0.7646,0.0281,-0.6281,-0.0397,-0.0082,0.3985,-0.8018,-0.7037,0.7446,0.9342,0.0335,0.312,0.1405,0.5691,0.7616,0.1717,-0.926,0.4671,0.1307,0.9067,0.0726,-0.1045,-0.2358,-0.5816,-0.9622,0.3966,0.8027,0.1109,0.3368,0.8057,-0.0128,-0.4599,0.2632,0.8829,-0.536,-0.7231,0.9186,0.0794,0.284,-0.1716,0.1837,0.9148,0.8065,-0.9139,-0.8823,0.1154,0.9692,-0.0297,0.4985,-0.3014,0.5058,0.226,0.229,0.3557,-0.6423,-0.0703,0.5099,0.7062,-0.6192,0.5451,-0.2149,-0.3727,0.2203,0.6274,-0.2133,0.807,-0.8069,0.1463,-0.3456,0.7376,0.2179,-0.2092,-0.1619,0.1154,-0.7835,-0.0779,-0.63,0.7826,0.8496,0.9486,-0.3153,0.7326,0.7451,0.7385,-0.1605,-0.696,0.5566,2005,11,2.9,2729
3.169184089,50,43.56742127,-116.2200415,48,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,7,102.25,32,0,0,0,0,0,0,0.74,0.16,0.1,3.7684,123.28,238.16,79.72,154.7,11.32,3.68,0.64,0.26,0.2,0.02,6.72,40.72,12.98,12.98,5.38,3.58,87.16,163894,127,1233,23.0010226,1900923,686559,86546,124562,128906,186799,111958,41016,43540,670551,74006,110382,115690,168595,97338,34036,33736,1,5,5,37,126,216,0,1,0,1,0,3,2,1,1,1,1,1,1,2,1,0,0,3,1,3,0,1,1,2,2,3,2,0,0,2,0,3,1,0,0,0,0,0,3,3,0,3,2,0,1,2,2,3,0,0,2,3,1,2,0,2,3,1,1,0,2,1,2,1,0,2,0,0,0,2,0,1,3,0,0,0,0,2,1,0.1585,0.849,0.7543,-0.6117,-0.0557,0.1226,-0.6749,0.794,0.6677,0.7094,0.6026,0.2891,0.5032,0.7646,0.0281,-0.6281,-0.0397,-0.0082,0.3985,-0.8018,-0.7037,0.7446,0.9342,0.0335,0.312,0.1405,0.5691,0.7616,0.1717,-0.926,0.4671,0.1307,0.9067,0.0726,-0.1045,-0.2358,-0.5816,-0.9622,0.3966,0.8027,0.1109,0.3368,0.8057,-0.0128,-0.4599,0.2632,0.8829,-0.536,-0.7231,0.9186,0.0794,0.284,-0.1716,0.1837,0.9148,0.8065,-0.9139,-0.8823,0.1154,0.9692,-0.0297,0.4985,-0.3014,0.5058,0.226,0.229,0.3557,-0.6423,-0.0703,0.5099,0.7062,-0.6192,0.5451,-0.2149,-0.3727,0.2203,0.6274,-0.2133,0.807,-0.8069,0.1463,-0.3456,0.7376,0.2179,-0.2092,-0.1619,0.1154,-0.7835,-0.0779,-0.63,0.7826,0.8496,0.9486,-0.3153,0.7326,0.7451,0.7385,-0.1605,-0.696,0.5566,2011,10,3.123912065,2729
3,56,27.85722075,-82.63915888,55,1,0,1,1,-1,1,1,0,-1,0,0,1,1,7,73,584,0,2,0,0,1,3,0.857142857,0.25,0.25,3.504821429,121.4464286,237.9285714,60.69642857,117.8392857,8.428571429,4.785714286,1.321428571,0.571428571,0.25,0.071428571,8.928571429,11.875,10.05357143,10.05357143,8.392857143,5.178571429,61.48214286,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,2,6,27,147,1057,3,3,2,2,0,3,1,2,1,3,3,2,3,0,2,3,0,2,0,3,2,3,2,1,3,3,2,2,3,3,3,1,1,2,2,1,1,1,0,0,2,2,1,0,3,2,0,1,1,2,2,3,0,3,0,1,0,2,2,1,1,1,2,0,2,0,0,0,0,1,1,0,3,1,2,2,3,3,1,0.974,-0.8775,0.1781,0.6079,-0.126,0.7734,0.5661,0.237,-0.2736,0.5695,0.1511,0.2573,0.7297,-0.7879,0.5985,0.8337,0.1418,-0.0274,0.2008,0.2073,0.1404,0.6837,-0.687,0.0435,-0.8492,0.2009,0.823,0.3003,-0.2403,0.5285,0.9082,-0.9329,0.8236,-0.2083,-0.9654,0.0752,0.7307,0.2753,0.8355,-0.9753,-0.3922,-0.1828,0.6078,0.2925,-0.8066,0.4117,0.0363,-0.8149,0.2571,0.7377,0.5079,0.5923,-0.035,0.748,-0.6484,0.1329,-0.7386,-0.4053,-0.702,0.4158,-0.1584,-0.0604,-0.3283,-0.8817,0.2774,0.6026,-0.2752,0.5248,-0.1794,-0.772,0.8423,-0.3594,-0.6576,0.6073,-0.6739,-0.9488,-0.7634,-0.8511,0.4956,-0.7667,-0.513,-0.3183,-0.8419,-0.6269,-0.7263,0.9074,-0.0854,-0.1504,-0.2267,-0.2056,-0.7077,-0.9382,0.4268,-0.0911,0.8123,0.8115,-0.5524,0.261,-0.9419,-0.9307,2016,11,0,3024
3.652681758,56,27.85722075,-82.63915888,55,1,0,1,1,-1,1,1,0,-1,0,0,1,1,7,73,584,0,2,0,0,1,3,0.857142857,0.25,0.25,3.504821429,121.4464286,237.9285714,60.69642857,117.8392857,8.428571429,4.785714286,1.321428571,0.571428571,0.25,0.071428571,8.928571429,11.875,10.05357143,10.05357143,8.392857143,5.178571429,61.48214286,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,2,6,27,147,1057,3,3,2,2,0,3,1,2,1,3,3,2,3,0,2,3,0,2,0,3,2,3,2,1,3,3,2,2,3,3,3,1,1,2,2,1,1,1,0,0,2,2,1,0,3,2,0,1,1,2,2,3,0,3,0,1,0,2,2,1,1,1,2,0,2,0,0,0,0,1,1,0,3,1,2,2,3,3,1,0.974,-0.8775,0.1781,0.6079,-0.126,0.7734,0.5661,0.237,-0.2736,0.5695,0.1511,0.2573,0.7297,-0.7879,0.5985,0.8337,0.1418,-0.0274,0.2008,0.2073,0.1404,0.6837,-0.687,0.0435,-0.8492,0.2009,0.823,0.3003,-0.2403,0.5285,0.9082,-0.9329,0.8236,-0.2083,-0.9654,0.0752,0.7307,0.2753,0.8355,-0.9753,-0.3922,-0.1828,0.6078,0.2925,-0.8066,0.4117,0.0363,-0.8149,0.2571,0.7377,0.5079,0.5923,-0.035,0.748,-0.6484,0.1329,-0.7386,-0.4053,-0.702,0.4158,-0.1584,-0.0604,-0.3283,-0.8817,0.2774,0.6026,-0.2752,0.5248,-0.1794,-0.772,0.8423,-0.3594,-0.6576,0.6073,-0.6739,-0.9488,-0.7634,-0.8511,0.4956,-0.7667,-0.513,-0.3183,-0.8419,-0.6269,-0.7263,0.9074,-0.0854,-0.1504,-0.2267,-0.2056,-0.7077,-0.9382,0.4268,-0.0911,0.8123,0.8115,-0.5524,0.261,-0.9419,-0.9307,2015,11,3,3024
3.925661484,56,27.85722075,-82.63915888,55,1,0,1,1,-1,1,1,0,-1,0,0,1,1,7,73,584,0,2,0,0,1,3,0.857142857,0.25,0.25,3.504821429,121.4464286,237.9285714,60.69642857,117.8392857,8.428571429,4.785714286,1.321428571,0.571428571,0.25,0.071428571,8.928571429,11.875,10.05357143,10.05357143,8.392857143,5.178571429,61.48214286,220625,724,760,405.9804182,21781128,8179696,1178595,1490922,1335143,1869297,1226903,529097,643953,8087696,1128931,1447062,1301207,1827117,1180663,504981,603521,0,2,6,27,147,1057,3,3,2,2,0,3,1,2,1,3,3,2,3,0,2,3,0,2,0,3,2,3,2,1,3,3,2,2,3,3,3,1,1,2,2,1,1,1,0,0,2,2,1,0,3,2,0,1,1,2,2,3,0,3,0,1,0,2,2,1,1,1,2,0,2,0,0,0,0,1,1,0,3,1,2,2,3,3,1,0.974,-0.8775,0.1781,0.6079,-0.126,0.7734,0.5661,0.237,-0.2736,0.5695,0.1511,0.2573,0.7297,-0.7879,0.5985,0.8337,0.1418,-0.0274,0.2008,0.2073,0.1404,0.6837,-0.687,0.0435,-0.8492,0.2009,0.823,0.3003,-0.2403,0.5285,0.9082,-0.9329,0.8236,-0.2083,-0.9654,0.0752,0.7307,0.2753,0.8355,-0.9753,-0.3922,-0.1828,0.6078,0.2925,-0.8066,0.4117,0.0363,-0.8149,0.2571,0.7377,0.5079,0.5923,-0.035,0.748,-0.6484,0.1329,-0.7386,-0.4053,-0.702,0.4158,-0.1584,-0.0604,-0.3283,-0.8817,0.2774,0.6026,-0.2752,0.5248,-0.1794,-0.772,0.8423,-0.3594,-0.6576,0.6073,-0.6739,-0.9488,-0.7634,-0.8511,0.4956,-0.7667,-0.513,-0.3183,-0.8419,-0.6269,-0.7263,0.9074,-0.0854,-0.1504,-0.2267,-0.2056,-0.7077,-0.9382,0.4268,-0.0911,0.8123,0.8115,-0.5524,0.261,-0.9419,-0.9307,2006,5,3.652681758,3024
